"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"821.8","019259753","Monograph","Language material ; Text","Volume","GBB933341","","9781788885164","Rossetti, Christina Georgina","1830-1894","person","author","Rossetti, Christina Georgina, 1830-1894, author [person]","The poetry of Christina Rossetti","Poems. Selections","","","England","London","Arcturus","2019","","1 volume, 20 cm","","","","English","",""
"821.8","019402060","Monograph","Language material ; Text","Volume","GBB989200","","9780367112042","Williams, Todd O.","","person","author","Williams, Todd O., author [person]","Christina Rossetti's environmental consciousness","Environmental consciousness","Routledge studies in world literatures and the environment","","England","London","Routledge","2019","","1 volume, 23 cm","","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; English poetry--19th century--History and criticism ; Environmentalism in literature","","English","Additional physical form: ebook version. 9780429655678",""
"821.8","019402772","Monograph","Language material ; Text","Online resource (Mobipocket ebook ; ePub ebook ; PDF ebook ; ebook)","GBB989912","","9780429025273 ; 9780429653230 ; 9780429655678 ; 9780429658112","Williams, Todd O.","","person","author","Williams, Todd O., author [person]","Christina Rossetti's environmental consciousness","Environmental consciousness","Routledge studies in world literatures and the environment","","England","London","Routledge","2019","1st","1 online resource","ELD.DS.439390","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; English poetry--19th century--History and criticism ; Environmentalism in literature","","English","Additional physical form: Print version. 9780367112042",""
"821.809","014569191","Monograph","Language material ; Text","Volume","","","","Waddington, Patrick","","person","","Waddington, Patrick [person]","Russian interests of the Rossetti family : Gabriele Pasquale Giuseppe (1783-1854), Dante Gabriel (1828-82), Christina Georgina (1830-94), William Michael (1829-1919)","","","","New Zealand","Upper Hutt, New Zealand","Whirinaki Press","1998","","48 pages, 21 cm","YD.2008.a.3785","Rossetti, Dante Gabriel, 1828-1882--Knowledge--Russia ; Russia--In literature ; Rossetti, Christina Georgina, 1830-1894--Knowledge--Russia ; Italians--Great Britain--History--19th century ; Rossetti, William Michael, 1829-1919--Knowledge--Russia ; Rossetti family ; Rossetti, Gabriele, 1783-1854--Knowledge--Russia","","English","",""
"821.809358","012667542","Monograph","Language material ; Text","Volume","GB9884450","","9780813918181","Harrison, Antony H.","","person","","Harrison, Antony H. [person]","Victorian poets and the politics of culture : discourse and ideology","","Victorian literature and culture series","","England","Charlottesville ; London","University Press ; Virginia","1998","","189 pages, 24 cm","98/31432 ; YC.1998.b.7368","Browning, Elizabeth Barrett, 1806-1861--Political and social views ; English poetry--19th century--History and criticism ; Arnold, Matthew, 1822-1888--Political and social views ; Tennyson, Alfred Tennyson, Baron, 1809-1892--Political and social views ; Politics and literature--Great Britain--History--19th century ; Rossetti, Christina Georgina, 1830-1894--Political and social views ; Culture--Political aspects--Great Britain--History--19th century ; Medievalism--England--History--19th century ; Great Britain--History--Victoria, 1837-1901 ; Discourse analysis, Literary","","English","",""
"821.809382","009415431","Monograph","Language material ; Text","Volume","GBA241694","","9780521811125","Scheinberg, Cynthia A.","","person","","Scheinberg, Cynthia A. [person]","Women's poetry and religion in Victorian England : Jewish identity and Christian culture","","Cambridge studies in nineteenth-century literature and culture","35 [Cambridge studies in nineteenth-century literature and culture]","England","Cambridge","Cambridge University Press","2002","","xi, 275 pages, 24 cm","YC.2003.a.2561","Jewish religious poetry, English--History and criticism ; English poetry--19th century--History and criticism ; Aguilar, Grace, 1816-1847--Criticism and interpretation ; Christian poetry, English--19th century--History and criticism ; Jewish poetry--Women authors ; Religious poetry, English--19th century--History and criticism ; English poetry--Women authors--History and criticism ; Levy, Amy, 1861-1889--Criticism and interpretation ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Browning, Elizabeth Barrett, 1806-1861--Criticism and interpretation","","English","bibliography: p. 256-271. - Includes index",""
"821.809382","014777268","Monograph","Language material ; Text","Volume","GBA8B8684","","9780521099837","Scheinberg, Cynthia","","person","","Scheinberg, Cynthia [person]","Women's poetry and religion in Victorian England : Jewish identity and Christian culture","","","","England","Cambridge","Cambridge University Press","2009","","1 volume","","Jewish religious poetry, English--History and criticism ; English poetry--19th century--History and criticism ; Aguilar, Grace, 1816-1847--Criticism and interpretation ; Christian poetry, English--19th century--History and criticism ; Jewish poetry--Women authors ; Religious poetry, English--19th century--History and criticism ; English poetry--Women authors--History and criticism ; Levy, Amy, 1861-1889--Criticism and interpretation ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Browning, Elizabeth Barrett, 1806-1861--Criticism and interpretation","","English","Originally published: 2002",""
"821.8099287","014465332","Monograph","Language material ; Text","Volume","GBB208494","","9780901291882","Dobson, Helen","","person","author","Dobson, Helen, author [person] ; National Association for the Teaching of English [organisation]","An angel in the house : three Victorian poets : Emily Brontë, Elizabeth Barrett Browning, Christina Rossetti","","NATE classic reading","","England","Sheffield","National Association for the Teaching of English","2002","","44 pages, illustrations, portraits, 30 cm","YK.2012.b.1559","Browning, Elizabeth Barrett, 1806-1861--Criticism and interpretation ; Brontë, Emily, 1818-1848--Criticism and interpretation ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation","","English","",""
"821.914","010089727","Monograph","Language material ; Text","Volume","GB9928826","","9780747535546","Gliori, Debi","","person","","Gliori, Debi [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Give him my heart","","","","England","London","Bloomsbury","1998","","28 pages, colour illustrations, 26 x 29 cm","LB.31.b.17622","","","English","",""
"823.8","007428706","Monograph","Language material ; Text","Volume","","","9780824022884","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Sing-song : Speaking likenesses ; Goblin Market","Goblin Market ; Speaking likenesses","Classics of Children's literature 1621-1932","","England ; United States of America","London ; New York","Garland","1976","","332 pin various pagings, illustrations, 19 cm","X.990/23967","Children's stories in English--1837-1900--Texts ; Poetry in English--1837-1900--Texts","","English","facsimile reprints",""
"823.8","010135626","Monograph","Language material ; Text","Volume","GB9101255","","9781558581012","Rossetti, Christina Georgina","1830-1894","person","","Watts, Bernadette [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Fly away, fly away over the sea : and other poems for children","Sing-song, a nursery rhyme book","","","England","","North-South","1991","","32 pages","YK.1991.b.2773","Children's poetry, English ; English poetry--Collections","","English","",""
"823.8","013130594","Monograph","Language material ; Text","Volume","GBA521409","","9781843911197","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Commonplace","","Hesperus classics","","England","London","Hesperus","2005","","x, 116 pages, 20 cm","H.2006/3389","Great Britain--Social conditions--Fiction ; Sisters--Fiction","Fiction","English","",""
"823.8","014241975","Monograph","Language material ; Text","Volume","","","9780208015914","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Maude : prose and verse","","","","United States of America","Hamden, Connecticut","Archon","1976","","96 pages, illustrations, 24 cm","77/16357","","","English","",""
"826","010238332","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, William Michael [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","The Family Letters of Christina Georgina Rossetti","","","","","","Brown, Langham","1908","","","W20/7977","","","English","",""
"828.808","010677534","Monograph","Language material ; Text","Volume","GB9845380","","9780333673423","Rossetti, Christina Georgina","1830-1894","person","","Kent, David A., 1948- [person] ; Stanwood, Paul G. [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Selected prose of Christina Rossetti","Works. Selections","","","England","Basingstoke","Macmillan","1998","","xi, 404 pages, illustrations, 22 cm","YC.1998.a.1876 ; m00/42670","","","English","bibliography: p399-401. _ Includes index",""
"828.808","010773442","Monograph","Language material ; Text","Volume","GBA3W2457","","9781843710752 ; 9784901481670","Rossetti, Christina Georgina","1830-1894","person","","Keaton, Maria [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Prose works of Christina Rossetti","Prose works. Selections","","","England","Bristol","Thoemmes","2003","","4 volumes, illustrations, 23 cm","YC.2003.a.20585 ; m05/.21528 ; m05/.21529 ; m05/.21530 ; m05/.21531","Rossetti, Christina Georgina, 1830-1894--Religion","","English","Co-published by edition Synapse ; Facsimilie reprints",""
"828.808","018795712","Monograph","Language material ; Text","Volume","GBB852413","","9781138111318","Rossetti, Christina Georgina","1830-1894","person","author","Craik, Dinah Maria Mulock, 1826-1887 [person] ; Rossetti, Christina Georgina, 1830-1894, author [person]","Maude by Christina Rossetti, 'On sisterhoods' and A woman's thoughts about women by Dinah Mulock Craik","On sisterhoods ; Woman's thoughts about women","Pickering women's classics","","England","London","Routledge","2018","","1 volume, 22 cm","","Women","","English","",""
"828.808","019203138","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB905742","","9781315478036","Rossetti, Christina","","person","author","Rossetti, Christina, author [person] ; Craik, Dinah Maria Mulock, 1826-1887 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Maude","On sisterhoods ; Woman's thoughts about women","Pickering women's classics","","England","London","Routledge","2019","1st","1 online resource","ELD.DS.384107","Women","","English","Additional physical form: Print version. 9781138111318 ; Previously issued in print: 2018",""
"828.809","007392147","Monograph","Language material ; Text","Volume","GB9608532","","9780460875363","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Marsh, Jan, 1942- [person]","Poems and prose","","Everyman","","England","London","Dent","1994","","xxxiii, 488 pages, 20 cm","YK.1996.a.6522","English literature","","English","Includes index",""
