"BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"040-001978641","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003e6","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author] ; Rossetti, Frances Mary Lavinia, née Polidori mother of D G Rossetti [recipient]","","","","","","","","1876-1886","","1 item","","Western Manuscripts. Ashley MS 1376","","","English","Eleven Valentines written by Christina Rossetti to her mother; 1876-1886. Autograph fair copies written on one side only of eleven octavo leaves of various cream and grey laid papers (ff. 20 and 21 are wove paper). With the exception of ff. 2 and 3 all the leaves form bifolia with another leaf on which Christina has written 'The Queen of Hearts' before folding the bifolium into a triangular shape. Watermarks 'Antique / Parchmen [ sic ] / Notepaper' (ff. 1 and 22), J All[en] / F[ine], dated 1877 (f. 3), and 'Lindsaybyrne & Co', dated 1884 (ff. 16, 17). On the Valentine for 1877 Christina has written 'C. G. for M. F. R.', meaning that she had written it on behalf of Maria Francesca who had died on 24 Nov. 1876. On f. 22b (half of a wrapper originally enclosing the poems, the other half being f. 1) Christina has written in pencil 'These Valentines had their origin from my dearest Mother's remarking that she had never received one-I, her CGR, ever after supplied one on the day; & so far as I recollect it was a surprise every time, she having forgotten all about it in the interim'. First printed in New Poems, 1896, pp. 172-177. Ashley Library Catalogue, ix, pp. 111-112. Octavo; ff. iii+22. Christina Georgina Rossetti, poet: Frances Mary Lavinia Rossetti, née Polidori; mother of D G Rossetti: Valentines written to her mother from Christina Georgina Rossetti: 1876-1886: Autogr. fair copies",""
"040-001978642","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003e7","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","before 1890","","1 item","","Western Manuscripts. Ashley MS A1377","","","English","'A Song of Flight': a poem by Christina Rossetti; before 1890. Autograph fair copy, written on one side only of an octavo leaf of white laid paper. No watermark. First printed in Poems, 1890, p. 369. Ashley Library Catalogue, iv, p. 103. includes:. f. 4 Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'A Song of Flight', by Christina Georgina Rossetti: bef. 1890: Autogr. fair copy",""
"040-001978643","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001408.0x0003e8","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author]","","","","","","","","1882","","1 item","","Western Manuscripts. Ashley MS 1379","","","English","'Counterblast on Penny Trumpet': a political poem by Christina Rossetti; 1882. Autograph draft with one cancelled stanza, written on both sides of a part octavo leaf of cream laid paper. No watermark. The poem is signed on the verso 'C. G. R. see St. James's Gazette July 21 1882 (motive a Poem)'. First printed in New Poems, 1896, p. 181. Ashley Library Catalogue, ix, p. 112. Octavo; ff. ii+1. Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Counterblast on Penny Trumpet', by Christina Georgina Rossetti: 1882: Autogr. draft",""
"040-001978644","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001448.0x000099","","Rossetti, William Michael, author and art critic","","person","author","Rossetti, William Michael, author and art critic [author] ; Wise, Thomas James, book and manuscript collector, 1859-1937 [recipient]","","","","","","","","1904","","1 item","","Western Manuscripts. Ashley MS A1380","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466","","English","Letter and postcard from W. M. Rossetti to T. J. Wise concerning the first printing of Christina Rossetti's poem 'Where shall I find a white rose blowing?'; 30 Jan, 6 Feb. 1904. Ashley Library Catalogue, iv, pp. 103-104. includes:. ff. 5, 5b Christina Georgina Rossetti, poet: William Michael Rossetti, author and art critic: Thomas James Wise, book collector: Letter to Thomas James Wise from William Michael Rossetti rel. to Christina Georgina Rossetti: 1904; f. 6 Christina Georgina Rossetti, poet: William Michael Rossetti, author and art critic: Thomas James Wise, book collector: Postcard to Thomas James Wise from William Michael Rossetti rel. to Christina Georgina Rossetti: 1904",""
"040-001978645","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001448.0x0000aa","","Ruskin, John, author, artist and social reformer","1819-1900","person","author","Rossetti, Dante Gabriel, poet and painter, 1828-1882 [recipient] ; Ruskin, John, author, artist and social reformer, 1819-1900 [author]","","","","","","","","Unspecified","","1 item","","Western Manuscripts. Ashley MS A1381","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 ; Symons, Arthur William, critic, author, 1865-1945","","English","Opinion on the poems of Christina Rossetti expressed by John Ruskin to D. G. Rossetti in 1861. Copy in the hand of, and signed by, Arthur Symons. Ashley Library Catalogue, iv, p. 104. includes:. f. 7 Christina Georgina Rossetti, poet: Arthur William Symons, poet and critic: John Ruskin, author, artist and social reformer: Dante Gabriel Rossetti, poet and painter: Opinion of J. Ruskin on the poems of C. G. Rossetti expressed to Dante Gabriel Rossetti: (1861): Copy signed by Arthur Symons, n.d",""
"040-001978647","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001448.0x0000ab","","Rossetti, William Michael, author and art critic","","person","author","Rossetti, William Michael, author and art critic [author] ; Watts-Dunton, Walter Theodore, formerly Watts critic novelist and poet [recipient]","","","","","","","","29 Dec 1894","","1 item","","Western Manuscripts. Ashley MS A1384","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466","","English","29 Dec. 1894. includes:. ff. 8-9 Christina Georgina Rossetti, poet: William Michael Rossetti, author and art critic: Walter Theodore Watts-Dunton, formerly Watts; critic, novelist and poet: Letter to Walter Theodore Watts-Dunton from William Michael Rossetti rel. to the death of Christina Georgina Rossetti: 1894",""
"040-001978655","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001448.0x0000c2","","Rossetti, William Michael, author and art critic","","person","author","Rossetti, William Michael, author and art critic [author] ; Swinburne, Algernon Charles, poet, 1837-1909 [recipient]","","","","","","","","3 Oct 1895","","1 item","","Western Manuscripts. Ashley MS A1385","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466","","English","Letter from W. M. Rossetti to T. J. Wise, 3 Oct. 1895. includes:. ff. 10-11b Christina Georgina Rossetti, poet: William Michael Rossetti, author and art critic: Algernon Charles Swinburne, poet: Letter to Algernon Charles Swinburne from William Michael Rossetti rel. to Christina Georgina Rossetti: 1895",""
"040-001978675","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001448.0x000116","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Bryant, William, poet [recipient] ; Forman, Harry Buxton, CB, author [recipient] ; Gringer, C E, Mrs [author] ; Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author] ; Rossetti, Dante Gabriel, poet and painter, 1828-1882 [recipient] ; Swinburne, Algernon Charles, poet, 1837-1909 [recipient] ; Watts-Dunton, Walter Theodore, formerly Watts critic novelist and poet [recipient]","","","","","","","","[6?] Mar 1877-15 [Jan ] 1890","","1 item","","Western Manuscripts. Ashley MS 1386","Cheltnam, Jacintha, née Hunt daughter of J H Leigh Hunt","","English","Letters from Christina Rossetti to various correspondents; [6?] March 1877-15 [Jan.] 1890. Ashley Library Catalogue, iv, p. 107. As follows:-. 1.Letter to Dante Gabriel Rossetti discussing suggestions made by him on the subject of Christina's poem 'Mirrors of Life and Death', printed in the Athenæum for 17 March 1877; [6?] March 1877. This letter appears to be earlier than that printed in Family Letters of Christina Rossetti, 1908, pp. 66, 67. There is a note to W. T. Watts[-Dunton] from D. G. Rossetti on f. 1. Printed in part in L. M. Packer, Christina Rossetti, 1963, p. 316. ff. 1-2b. 2.Letter to William Bryant, who had pestered Christina with begging letters, informing him that she could help him no longer; 29 n.m [1886-1888?]. Printed in L. M. Packer, The Rossetti-Macmillan Letters, 1963, p. 153. The letter from Christina in Add. MS. 41130, f. 192, is also probably to Bryant. ff. 3-4. 3.Letter to Harry Buxton Forman, declining to sign a petition for a Civil List pension to be granted to Mrs Cheltnam [the daughter of J. H. Leigh Hunt?]; 2 Aug. 1882. ff. 5-6. 4.Letter to A. C. Swinburne, in reply to one from him, enclosing a copy of his A Midsummer Holiday and other Poems, 1884, in which is a poem entitled 'A Ballad of Appeal, to Christina G. Rossetti'; 19 Nov. 1884. Portions of the letter are printed in Christina Rossetti, pp. 21 and 354. ff. 5-8b. 5.Nine letters to W. T. Watts[-Dunton], the second with envelope and enclosing a letter from Mrs C. E. Gringer; 25 Sept. 1877-15 Jan. 1890. Among the subjects of the letters are the health of D. G. Rossetti, and, after his death, the sale of his effects at Christie's and articles written about him by Watts[-Dunton], one Gringer, who attempted to solicit aid from Christina by claiming he had, as she put it, suffered 'hard usage at hands so dear to me', the deaths of her mother and her aunt Charlotte, a sonnet to be printed in the Athenæum ['Resurgam', printed in the number for 28 Jan. 1882, p. 124 ?], and her work 'reading and thinking over part of the New Testament' [printed as The Face of the Deep, 1892]. Letter 8 and part of 9 are printed in Christina Rossetti, pp. 373, 384. ff. 9-26b. Octavo; ff. i+26. includes:. ff. 1-2b Christina Georgina Rossetti, poet: Dante Gabriel Rossetti, poet and painter: Letter to Dante Gabriel Rossetti from Christina Georgina Rossetti: 1877; ff. 3-4 Christina Georgina Rossetti, poet: William Bryant, poet: Letter to William Bryant from Christina Georgina Rossetti: [1886-1888?]; ff. 5-6 Christina Georgina Rossetti, poet: Jacintha Cheltnam, née Hunt; daughter of J H Leigh Hunt: Harry Buxton Forman, CB; author: Letter to Harry Buxton Forman from Christina Georgina Rossetti rel. to Jacintha Cheltnam: 1882; ff. 7-8b Christina Georgina Rossetti, poet: Algernon Charles Swinburne, poet: Letter to Algernon Charles Swinburne from Christina Georgina Rossetti: 1884; ff. 9-10, 15-26b Christina Georgina Rossetti, poet: Walter Theodore Watts-Dunton, formerly Watts; critic, novelist and poet: Letters to Walter Theodore Watts-Dunton from Christina Georgina Rossetti: 1877-1890; ff. 12, 13b Christina Georgina Rossetti, poet: Mrs C. E. Gringer: Letter to Christina Georgina Rossetti from Mrs C. E. Gringer: 1886",""
"040-001979625","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001448.0x000361","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author] ; Rossetti, Dante Gabriel, poet and painter, 1828-1882 [author]","","","","","","","","[1881?]","","1 item","","Western Manuscripts. Ashley MS 3835","","","English","'Mirrors of Life and Death': a poem by Christina Rossetti; [1881?]. Autograph fair copy, with one revision, (entitled as above), written on one side only of seven quarto leaves of ruled pale blue wove paper. No watermark. The leaves were numbered 1 to 7 by Christina, then 28 to 34 in pencil by another hand, and finally 32 to 38 (in blue crayon) by yet another hand, this last suggesting that the MS. was used as printer's copy. In the top left-hand corner of f. 3 a hand not Christina's has written in pencil 'M. Finlay'. The poem was first printed in the Athenæum for 17 March 1877, and reprinted in A Pageant and other Poems, 1881, pp. 25-31. The text found in this MS. is identical with that printed in A Pageant, and includes the first five lines which are not found in the Athenæum . This suggests a date for the MS. of 1881. For a letter, dated [6?] March 1877, in which Christina discusses the poem with D. G. Rossetti see Ashley MS 1386, ff. 1-2b. Accompanying the MS. is a reproduction of a drawing of Christina by D. G. Rossetti, inscribed to T. J. Wise by W. M. Rossetti, 17 Oct. 1895 (f. ii). Ashley Library Catalogue, iv, p. 102. Quarto; ff. ii+7. Christina Georgina Rossetti, poet: Poetry ENGLISH: Poem, 'Mirrors of Life and Death', by Christina Georgina Rossetti: [1881?]: Autogr. fair copy. includes:. f. ii Christina Georgina Rossetti, poet: Art. Illuminations and Drawings: Dante Gabriel Rossetti, poet and painter: Reproduction of drawing by Dante Gabriel Rossetti of Christina Georgina Rossetti: n.d",""
"040-001979827","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001482.0x00005a","","Rossetti, Christina Georgina, poet","1830-1894","person","author","Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author] ; Swinburne, Algernon Charles, poet, 1837-1909 [author]","","","","","","","","1882-1884","","1 item","","Western Manuscripts. Ashley MS A4385","","","English","1.Letter from Christina Rossetti to A. C. Swinburne, thanking him on behalf of her mother and herself for the gift of copies of A Century of Roundels, and for the dedication to herself; 9 June 1883. Ashley Library Catalogue, vi, p. 151. 2.'Rondeau des Anonymes': a satirical poem by A. C. Swinburne; [1883?]. Autograph fair copy, written on one side only of an octavo leaf of cream laid paper. No watermark. Ashley Library Catalogue, vi, p. 151. includes:. ff. 130-131 Christina Georgina Rossetti, poet: Algernon Charles Swinburne, poet: Letter to Algernon Charles Swinburne from Christina Georgina Rossetti: 1883; f. 132 Poetry ENGLISH: Algernon Charles Swinburne, poet: Poem, 'Rondeau des Anonymes', by Algernon Charles Swinburne: [1883?]: Autogr. fair copy",""
"040-002000027","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000000533.0x000297","","Hood, Thomas, poet","1799-1845","person","author","Bridges, Robert Seymour, OM, Poet Laureate, 1844-1930 [author] ; Grogan, Walter E, writer [author] ; Hardy, Thomas, OM, novelist, 1840-1928 [author] ; Hart, Fritz Bennicke, composer, librettist, amanuensis of Gustav Holst, 1874-1949 [author] ; Hood, Thomas, poet, 1799-1845 [author] ; Hyatt, Alfred H, compiler and editor [author] ; Kingsley, Charles, Reverend author [author] ; MacDonald, George, author [author] ; Mackay, George Eric, author [author] ; Meredith, George, novelist, 1828-1909 [author] ; Morris, William, designer, author, and visionary socialist, 1834-1896 [author] ; Rojas, Fernando de, Spanish author [author] ; Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 [author] ; Shakespeare, William, playwright and poet, 1564-1616, http://isni.org/isni/N29576 [author] ; Whitman, Walt, poet, 1819-1892 [author]","","","","","","","","1892-1910","","1 item","","Music Collections. Add MS 57867","","","English","GUSTAV HOLST COLLECTION (PART II). Vol. V. ff. 82. Largest size 358 x 255mm. 1. ff. 1-1v. Song 'The Autumn is old' for SATB chorus (words: Thomas Hood), H 1; 1895. Score. Annotated in crayon. 2. ff. 2-3v. Song 'The stars are with the voyager', 1st version, for SSATB chorus (words: Thomas Hood), H 2(1); [bef. 1895]. Incomplete score. Annotated in pencil. Followed (ff. 3-3v) by a 2nd version for SATB, H 2(2); 1895. Score. Annotated in pencil and crayon. 3. ff. 4-6v. Song 'Spring it is cheery' for six-part chorus (words: Thomas Hood), H 3; 1895. Score. 4. ff. 7-10v. Song 'O Lady leave that silken thread', 1st setting for six-part chorus (words: Thomas Hood), H 4(1); 1895. Score. Annotated in pencil. 5. ff. 11-16v. Dances for piano duet, H 5; 1895. Score. Annotated in pencil. 6. f. 17-17v. Song 'All night I waited by the spring' for SSA (words: unknown), H 12; n.d. Score. With 'Seeking a playfellow', f. 17. 7. ff. 19-20v. Song 'There's a voice in the wind' for six-part chorus (words: unknown), H 15; 1896. Score. 8. ff. 21-21v. Song 'The Kiss' (beg. 'Oh that joy so soon should waste!') for SATB (words: Ben Jonson from Cynthia's Revels), H 16; 1896. Incomplete score. 9. ff. 22v-23. Song to the Sleeping Lady (beg. 'Rest is now filled full of beauty', words: George MacDonald from Phantastes), H 17; 1897. Dedicated to E. I. Harrison. 10. ff. 24-25. Song 'The Ballade of Prince Eric' (words: Fritz B. Hart), H 19; [bef. 1892]. 11. ff. 26-32v. 'Not unto us, O Lord', anthem for SATB and organ (words from Psalm 115), H 22, n.d. Score. 12. ff. 34-35. Song: 'Sing Heigh-ho', 2nd setting (words: Charles Kingsley), H 26; 1897. Annotated in pencil. See also Add. 57864, ff. 5-6. 13. ff. 36-41v. Song 'The Day of the Lord' (words: Charles Kingsley), H 29; n.d. Score. 14. ff. 42v-43. Song with accompaniment 'Not a sound but echoing in me' (words: George Macdonald), H 32; 1897. Annotated in pencil. 15. ff. 44-45. Song with accompaniment 'Whether we die or we live' (words: George Meredith), H 33; 1898. Dedicated to M. I. von Holst. 16. ff. 46-47v. Song with accompaniment 'Autumn Song' (words: Robert Bridges), H 35; n.d. 17. ff. 48v-49. Song with accompaniment 'Draw not away thy hands' (words: William Morris), H 37; n.d. 18. ff. 50-51. Song with accompaniment 'I scanned her picture' (words: unknown), H 38; [1896-1900?]. Incomplete score. 19. ff. 52-53. Song with accompaniment 'Bhanavar's Lament' (words: George Meredith), H 44: 1898-1899. 20. ff. 54-55. Song with accompaniment 'Ah, come, fair mistress' (words: Walter E. Grogan), H 45; n.d. 21. ff. 56-57. Song with accompaniment 'She who is dear to me' (words: Walter E. Grogan), H 46; [bef. 1900?]. Published as No. 1 of Two Songs, Boston: Arthur P. Schmidt, 1908. 22. ff. 58-59v. 'Come Away Death' madrigal for SSATTB unaccompanied (words: Shakespeare from Twelfth Night), H 48 (4); 1900. Score. Published as No. 4 of 'Five Partsongs', op. 9[A]. 23. ff. 60-61v. 'It was a lover and his lass' part song for SATB (words: Shakespeare from As You Like It), H 59; n.d. Score. Annotated in pencil in the practice piano part. 24. ff. 62v-63. 'Spring Song' (beg. 'Now is the Month of Maying' for SSAA (words: anon. 16th cent.), H 61(4a); 1899. 25. ff. 64v-68. Song with accompaniment 'Come to me' for SATB (words: Christina Rossetti), H 61(5); 1903. Score. 26. ff. 69-71v. Song with accompaniment 'A Prayer for Light' (words: Eric Mackay), H 62; [bef. 1903]. 27. ff. 72-73. Song with accompaniment 'To a Wild Rose' (words: Alfred H. Hyatt), H 65; n.d. 28. ff. 74-75. Song with accompaniment 'Between us now' (words: Thomas Hardy), H 68(5); 1903. Annotated in pencil. 29. ff. 76-78. Song (beg. 'Darest thou now O Soul', words: Walt Whitman from Leaves of Grass, 'Whispers of Heavenly Death'), H 72; [ circa 1905?]. Annotated in pencil. 30. ff. 79-80. Song (beg. 'Now sleep and take thy rest', translated by James Mabbe from Fernando de Rojas), H 77; n.d. Annotated in pencil. 31. ff. 81-82. Song 'To Hope' (beg. 'Child of heav'n', words: anon.), H 79; n.d. includes:. ff. 1-10v Thomas Hood, poet: Settings of his poems by G. Holst: 1893-1895; ff. 22v-23, 42v-43 George MacDonald, author: Settings of his works by G. Holst: 1897; ff. 24-25 Fritz Bennicke Hart, composer; librettist; amanuensis of Gustav Holst: Settings of his works by G. Holst: bef. 1892-[1896?]; ff. 34-41v Reverend Charles Kingsley, author: Settings of his works by G. Holst: 1892, 1897, n.d; ff. 44-45, 52-53 George Meredith, novelist: Setting of his work by G. Holst: 1898-1899; ff. 46-47v Robert Seymour Bridges, OM; Poet Laureate: Settings of his works by G. Holst: [1925]-[1930], n.d; ff. 48v-49 William Morris, poet and artist: Settings of his works by G. Holst: [1916-1917], n.d; ff. 54-57 Walter E. Grogan, writer: Settings of his works by G. Holst: [bef. 1900?], n.d; ff. 58-61v William Shakespeare, dramatist and poet: Settings of his works by G. Holst: 1900, 1924, n.d; ff. 64v-68 Christina Georgina Rossetti, poet: Setting of her work by G. Holst: 1903; ff. 69-71v George Eric Mackay, author: Setting of his work by G. Holst: [bef. 1903]; ff. 72-73 Alfred H. Hyatt, compiler and editor: Setting of his work by G. Holst: n.d; ff. 74-75 Thomas Hardy, OM; novelist: Setting of his work by G. Holst: 1903; ff. 76-78 Walt Whitman, poet: Settings of his works by G. Holst: [circa 1905?], 1919; ff. 79-80 Fernando de Rojas, Spanish author: Setting of his work by G. Holst: n.d",""
